# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 22 10:17:24 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,k2_name,tic_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag
EPIC 201324549.01,EPIC 201324549,,TIC 38161230,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.51940780,,,0,,,,,7.990,,,0,0.713,,,0,,,,,,,,,,2456812.512000,,,0,0
EPIC 201324549.01,EPIC 201324549,,TIC 38161230,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.51940300,0.00000170,-0.00000170,0,,,,,7.769,,,0,0.693,,,0,,,,,,,,,,2459573.777942,0.001860,-0.001860,0,0
EPIC 201324549.01,EPIC 201324549,,TIC 38161230,0,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.51933400,0.00003500,-0.00003500,0,,,,,3.910,0.850,-0.850,0,0.349,0.076,-0.076,0,,,,,,,,,,2456809.993530,0.000690,-0.000690,0,0
EPIC 201324549.01,EPIC 201324549,,TIC 38161230,1,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.51938600,0.00001400,-0.00001400,0,,,,,19.600,5.100,-8.700,0,1.750,0.450,-0.780,0,,,,,,,,,,2456812.512110,0.000250,-0.000250,0,0
EPIC 201352100.01,EPIC 201352100,,TIC 349456881,0,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.38362900,0.00076000,-0.00072700,0,,,,,2.873,0.191,-0.143,0,0.260,0.020,-0.010,0,,,,,,,,,,2457594.792040,0.001985,-0.002149,0,0
EPIC 201352100.01,EPIC 201352100,,TIC 349456881,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,13.38382000,0.00116000,-0.00114000,0,,,,,2.700,0.170,-0.100,0,0.240,0.015,-0.009,0,,,,,,,,,,2457594.789500,0.003200,-0.003300,0,0
EPIC 201357835.01,EPIC 201357835,,TIC 147677251,1,CANDIDATE,Zink et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,11.89510000,0.00140000,-0.00170000,0,,,,,,,,,,,,,,,,,,,,,,2457611.337100,0.002000,-0.002100,0,0
EPIC 201359834.01,EPIC 201359834,,TIC 173164319,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,40.14010000,0.00120000,-0.00120000,0,,,,,20.800,7.400,-10.000,0,1.860,0.660,-0.900,0,,,,,,,,,,2456838.652810,0.000820,-0.000820,0,0
EPIC 201366540.01,EPIC 201366540,,TIC 443612346,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.44330000,0.00110000,-0.00120000,0,,,,,2.730,0.470,-2.330,0,0.244,0.042,-0.208,0,,,,,,,,,,2456810.646800,0.005700,-0.005600,0,0
EPIC 201390927.01,EPIC 201390927,,TIC 66664366,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.63800000,0.00030000,-0.00029000,0,,,,,2.910,0.400,-0.330,0,0.260,0.040,-0.029,0,,,,,,,,,,2457583.340900,0.004200,-0.004600,0,0
EPIC 201392505.01,EPIC 201392505,,TIC 56812600,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,27.47083000,0.01089000,-0.01286000,0,,,,,3.360,0.260,-0.180,0,0.300,0.023,-0.016,0,,,,,,,,,,2457592.079500,0.018600,-0.016300,0,0
EPIC 201407812.01,EPIC 201407812,,TIC 49428482,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.82681210,,,0,,,,,40.100,,,0,3.577,,,0,,,,,,,,,,2456812.488000,,,0,0
EPIC 201427007 b,EPIC 201427007,K2-359 b,TIC 66664249,1,CONFIRMED,Adams et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.72091000,0.00014000,-0.00014000,0,,,,,1.500,0.200,-0.200,0,0.134,0.018,-0.018,0,,,,,,,,,,2457625.794300,0.002700,-0.002300,0,0
EPIC 201441872.01,EPIC 201441872,,TIC 49417963,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,4.44164210,,,0,,,,,1.170,,,0,0.104,,,0,,,,,,,,,,2456812.872000,,,0,0
EPIC 201441872.01,EPIC 201441872,,TIC 49417963,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.44044000,0.00037000,-0.00038000,0,,,,,1.320,0.150,-0.330,0,0.118,0.013,-0.029,0,,,,,,,,,,2456812.884100,0.003200,-0.003100,0,0
EPIC 201441872.01,EPIC 201441872,,TIC 49417963,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.44125800,0.00087800,-0.00094200,0,,,,,1.124,0.846,-0.129,0,0.100,0.080,-0.010,0,,,,,,,,,,2456812.871290,0.006730,-0.007226,0,0
EPIC 201445732.01,EPIC 201445732,,TIC 38140238,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.20381000,0.00055000,-0.00055000,0,,,,,2.180,0.330,-0.600,0,0.194,0.029,-0.050,0,,,,,,,,,,2456817.492600,0.002100,-0.002300,0,0
EPIC 201456770.01,EPIC 201456770,,TIC 147684088,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.00687500,0.00137100,-0.00131400,0,,,,,2.384,0.210,-0.189,0,0.213,0.019,-0.017,0,,,,,,,,,,2457586.039304,0.007062,-0.006925,0,0
EPIC 201488365.01,HIP 54766,,TIC 425281171,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,3.36431150,,,0,,,,,85.600,,,0,7.637,,,0,,,,,,,,,,2456812.224000,,,0,0
EPIC 201497682 b,EPIC 201497682,K2-297 b,TIC 301610040,1,CONFIRMED,Heller et al. 2019,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.13174000,0.00022000,-0.00022000,0,,,,,0.692,0.059,-0.048,0,0.062,0.005,-0.004,0,,,,,,,,,,2456850.026300,0.002800,-0.002600,0,0
EPIC 201497682.01,EPIC 201497682,,TIC 301610040,0,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,13.83781400,,,0,,,,,1.960,,,0,0.175,,,0,,,,,,,,,,2456820.957000,,,0,0
EPIC 201497682.01,EPIC 201497682,,TIC 301610040,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.83940000,0.00300000,-0.00290000,0,,,,,1.290,0.110,-0.170,0,0.115,0.010,-0.015,0,,,,,,,,,,2456820.955500,0.004900,-0.005000,0,0
EPIC 201497682.02,EPIC 201497682,,TIC 301610040,0,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,7.79915860,,,0,,,,,1.570,,,0,0.140,,,0,,,,,,,,,,2456814.271000,,,0,0
EPIC 201497682.02,EPIC 201497682,,TIC 301610040,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.79983000,0.00075000,-0.00073000,0,,,,,1.370,0.150,-0.440,0,0.122,0.013,-0.039,0,,,,,,,,,,2456814.267800,0.004300,-0.004500,0,0
EPIC 201497682.04,EPIC 201497682,,TIC 301610040,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.88300000,0.00032000,-0.00032000,0,,,,,1.060,0.095,-0.153,0,0.095,0.008,-0.014,0,,,,,,,,,,2456810.850000,0.004700,-0.004700,0,0
EPIC 201512465.01,EPIC 201512465,,TIC 380543172,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.33312300,0.00010600,-0.00009600,0,,,,,2.950,0.650,-3.020,0,0.263,0.058,-0.269,0,,,,,,,,,,2456812.480600,0.001900,-0.002100,0,0
EPIC 201512465.01,EPIC 201512465,,TIC 380543172,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.33293000,0.00014000,-0.00014000,0,,,,,3.200,5.200,-5.200,0,0.290,0.460,-0.460,0,,,,,,,,,,2456810.151600,0.003000,-0.003000,0,0
EPIC 201512465.01,EPIC 201512465,,TIC 380543172,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.33309820,,,0,,,,,5.480,,,0,0.489,,,0,,,,,,,,,,2456812.482000,,,0,0
EPIC 201515470.01,EPIC 201515470,,TIC 363546314,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,20.20730000,0.00290000,-0.00270000,0,,,,,2.120,0.290,-0.370,0,0.189,0.026,-0.033,0,,,,,,,,,,2456822.866800,0.005800,-0.006300,0,0
EPIC 201516974.01,EPIC 201516974,,TIC 380576148,0,CANDIDATE,Schmitt et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,36.76233700,,,0,,,,,3.440,,,0,0.307,,,0,,,,,,,,,,2456819.743000,,,0,0
EPIC 201516974.01,EPIC 201516974,,TIC 380576148,1,CANDIDATE,Schmitt et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,36.70990000,0.01240000,-0.01260000,0,,,,,,,,,,,,,,,,,,,,,,2456819.805600,0.009800,-0.009500,0,0
EPIC 201521212.01,EPIC 201521212,,TIC 281782214,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,19.56579900,0.00358400,-0.00378800,0,,,,,6.412,1.267,-0.960,0,0.572,0.113,-0.086,0,,,,,,,,,,2457905.977854,0.009696,-0.010565,0,0
EPIC 201528215.01,EPIC 201528215,,TIC 363618134,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.39916000,0.00074000,-0.00073000,0,,,,,1.480,0.120,-0.240,0,0.132,0.011,-0.021,0,,,,,,,,,,2456816.153600,0.005300,-0.005600,0,0
EPIC 201528215.01,EPIC 201528215,,TIC 363618134,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,6.39913980,,,0,,,,,1.850,,,0,0.165,,,0,,,,,,,,,,2456816.154000,,,0,0
EPIC 201534540.01,EPIC 201534540,,TIC 363550117,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,2.72273204,,,0,,,,,,,,,,,,,,,,,,,,,,2456814.491832,,,0,0
EPIC 201541160.01,EPIC 201541160,,TIC 281731331,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,15.69514200,0.00156900,-0.00171500,0,,,,,2.028,0.195,-0.168,0,0.181,0.017,-0.015,0,,,,,,,,,,2457921.463551,0.003449,-0.002914,0,0
EPIC 201543531.01,EPIC 201543531,,TIC 396951334,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.48038000,0.00028000,-0.00031000,0,,,,,1.440,0.300,-1.270,0,0.128,0.030,-0.113,0,,,,,,,,,,2456812.502400,0.005200,-0.004800,0,0
EPIC 201546136.01,EPIC 201546136,,TIC 301610642,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.96712000,0.00017000,-0.00017000,0,,,,,1.730,0.360,-1.940,0,0.154,0.032,-0.173,0,,,,,,,,,,2456810.593700,0.003700,-0.003600,0,0
EPIC 201546136.01,EPIC 201546136,,TIC 301610642,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.96685790,,,0,,,,,1.510,,,0,0.135,,,0,,,,,,,,,,2456810.595000,,,0,0
EPIC 201555883.01,EPIC 201555883,,TIC 397013318,1,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EPIC 201556134.01,EPIC 201556134,,TIC 366682587,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,12.72674300,,,0,,,,,1.910,,,0,0.170,,,0,,,,,,,,,,2456822.000000,,,0,0
EPIC 201561956.01,EPIC 201561956,,TIC 325315497,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.23590000,0.00300000,-0.00310000,0,,,,,2.090,0.230,-0.480,0,0.186,0.021,-0.043,0,,,,,,,,,,2456814.500000,0.012000,-0.011000,0,0
EPIC 201563164.01,EPIC 201563164,,TIC 902906874,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.18746328,,,0,,,,,217.000,,,0,19.359,,,0,,,,,,,,,,2456810.308000,,,0,0
EPIC 201565013.01,EPIC 201565013,,TIC 325275220,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,8.63810000,0.00024000,-0.00024000,0,,,,,15.990,9.190,-9.190,0,1.427,0.820,-0.820,0,,,,,,,,,,2456811.428400,0.001600,-0.001600,0,0
EPIC 201565013.01,EPIC 201565013,,TIC 325275220,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,8.63826310,,,0,,,,,8.530,,,0,0.761,,,0,,,,,,,,,,2456811.428000,,,0,0
EPIC 201565013.01,EPIC 201565013,,TIC 325275220,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.63829000,0.00017000,-0.00017000,0,,,,,6.810,0.760,-0.760,0,0.608,0.068,-0.068,0,,,,,,,,,,2456811.427540,0.000890,-0.000890,0,0
EPIC 201565013.01,EPIC 201565013,,TIC 325275220,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.63795000,0.00013000,-0.00013000,0,,,,,15.100,4.700,-7.300,0,1.350,0.420,-0.650,0,,,,,,,,,,2456811.428280,0.000660,-0.000660,0,0
EPIC 201569483.01,EPIC 201569483,,TIC 301558541,0,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,5.79687000,0.00000000,0.00000000,0,,,,,27.810,3.560,-3.560,0,2.481,0.318,-0.318,0,,,,,,,,,,2456813.313500,0.000400,-0.000400,0,0
EPIC 201569483.01,EPIC 201569483,,TIC 301558541,1,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,5.79688610,,,0,,,,,24.200,,,0,2.159,,,0,,,,,,,,,,2456813.313000,,,0,0
EPIC 201577017.01,EPIC 201577017,,TIC 396999673,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.47752520,0.00000220,-0.00000210,0,,,,,20.100,3.400,-4.500,0,1.790,0.300,-0.400,0,,,,,,,,,,2456810.335980,0.000210,-0.000210,0,0
EPIC 201577112.01,EPIC 201577112,,TIC 366661089,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,44.39400000,0.00240000,-0.00240000,0,,,,,4.070,1.020,-0.980,0,0.363,0.091,-0.087,0,,,,,,,,,,2456826.007400,0.001700,-0.001800,0,0
EPIC 201577112.01,EPIC 201577112,,TIC 366661089,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,22.19799200,,,0,,,,,5.340,,,0,0.476,,,0,,,,,,,,,,2456826.004000,,,0,0
EPIC 201588420.01,EPIC 201588420,,TIC 363531159,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.29163000,0.00015000,-0.00015000,0,,,,,1.170,0.100,-0.240,0,0.104,0.009,-0.021,0,,,,,,,,,,2456813.481200,0.002000,-0.002000,0,0
